SAMPLE_ID	mutations	cna	structural_variants
P-0045557-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0045557-T04-XS1	ACCESS129	ACCESS129	ACCESS129
P-0045566-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045566-T05-XS1	ACCESS129	ACCESS129	ACCESS129
P-0045581-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045614-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045617-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045621-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045645-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045645-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0045670-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045686-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045737-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045808-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0045808-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045808-T03-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045809-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0045809-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045809-T04-XS1	ACCESS129	ACCESS129	ACCESS129
P-0045809-T06-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045867-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045867-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0045996-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046050-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046177-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046177-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046177-T04-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046288-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046339-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046468-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046477-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046477-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046627-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046627-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046712-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046712-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046712-T04-IM7	IMPACT505	IMPACT505	IMPACT505
P-0046725-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046726-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046726-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046726-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046726-T04-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046726-T05-IM7	IMPACT505	IMPACT505	IMPACT505
P-0046755-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046819-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046822-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046822-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046824-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046824-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046824-T03-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046824-T04-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046824-T05-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046827-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046827-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046850-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046859-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046875-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046923-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046946-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0046946-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0046946-T04-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047031-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047031-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047031-T03-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047032-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047181-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047181-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047181-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047181-T04-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047181-T05-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047181-T06-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047181-T07-IM7	IMPACT505	IMPACT505	IMPACT505
P-0047181-T08-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047181-T09-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047183-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047183-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047185-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047185-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047186-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047188-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047188-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047193-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047193-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047194-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047311-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047446-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047469-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047476-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047579-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047579-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047581-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047618-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047646-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047712-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047712-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047730-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047730-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047788-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047788-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047792-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047792-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047830-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047831-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047831-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047832-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047832-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047836-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047836-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047951-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0047951-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0047953-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048066-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048095-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048095-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048095-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048095-T04-IM7	IMPACT505	IMPACT505	IMPACT505
P-0048095-T05-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048101-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048114-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048114-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048159-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048333-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048333-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048563-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048563-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048563-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048568-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048614-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048672-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048701-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048754-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048762-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048868-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048868-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0048870-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0048918-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0049136-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0049137-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0049197-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0049306-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0049306-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0049375-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0049375-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0049375-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0049478-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0049484-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0049646-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0049651-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0049651-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0049651-T04-XS1	ACCESS129	ACCESS129	ACCESS129
P-0049977-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0050018-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050218-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050218-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0050220-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050396-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0050455-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0050568-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0050581-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050581-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0050585-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050585-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0050684-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050832-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050832-T03-IM6	IMPACT468	IMPACT468	IMPACT468
P-0050839-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0050839-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050839-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050959-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0050987-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050987-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0050989-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051070-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051231-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051231-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051231-T03-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051281-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051281-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051282-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051282-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051282-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051282-T04-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051397-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051397-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051398-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051449-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051449-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051527-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051531-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051531-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051764-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051764-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051860-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051885-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0051901-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0051901-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052002-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052008-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052008-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0052012-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052013-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052013-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0052016-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052016-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0052088-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0052105-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0052138-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052279-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0052367-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052369-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052369-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0052616-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052616-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0052616-T03-IM6	IMPACT468	IMPACT468	IMPACT468
P-0052639-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052639-T03-IM6	IMPACT468	IMPACT468	IMPACT468
P-0052859-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0052867-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053219-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053219-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053219-T03-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053241-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053245-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053245-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053282-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053282-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053347-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053347-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053524-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053524-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053608-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053608-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053613-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053613-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053618-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053618-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053619-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053619-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053632-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053796-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053798-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053807-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053807-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0053871-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0053871-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0054075-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0054118-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0054127-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0054132-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0054190-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0054355-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0054419-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0054419-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0054419-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0054589-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0055173-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0055173-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0055288-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0055288-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0055288-T03-IM6	IMPACT468	IMPACT468	IMPACT468
P-0055307-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0055307-T02-IM7	IMPACT505	IMPACT505	IMPACT505
P-0055577-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0055577-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0055577-T03-XS1	ACCESS129	ACCESS129	ACCESS129
P-0055577-T04-IM7	IMPACT505	IMPACT505	IMPACT505
P-0055587-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0055609-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0055609-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0055610-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0055610-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0055773-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0056305-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0056305-T02-XS1	ACCESS129	ACCESS129	ACCESS129
P-0056318-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0056415-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0056415-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0056459-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0056652-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0056652-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0056737-T01-IM6	IMPACT468	IMPACT468	IMPACT468
P-0056790-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0057076-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0057388-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0057388-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0057391-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0057391-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0057575-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0057575-T02-IM6	IMPACT468	IMPACT468	IMPACT468
P-0057860-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0057860-T02-IM7	IMPACT505	IMPACT505	IMPACT505
P-0058294-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0058303-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0058303-T02-IM7	IMPACT505	IMPACT505	IMPACT505
P-0058613-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0058614-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0058614-T02-IM7	IMPACT505	IMPACT505	IMPACT505
P-0059005-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0059005-T02-IM7	IMPACT505	IMPACT505	IMPACT505
P-0059249-T01-XS1	ACCESS129	ACCESS129	ACCESS129
P-0059249-T02-IM7	IMPACT505	IMPACT505	IMPACT505
